Curso;Unidade de execução;Turno;Turma;Inscritos no turno;Semana;Duração;Características da sala pedida para a aula;Sala da aula;Lotação;Características reais da sala
DCCo;Tese em Ciências da Comunicação III;02582PL01;;0;;;;;;
MPP;Marketing Político;01714TP01;MPPA1;12;49;02:00:00;Sala Aulas Mestrado;;;
LG;Contabilidade Financeira I;L0638-2T01;GAi;30;46;01:30:00;Sala de Aulas normal;;;
LFC;Gestão do Marketing;L1805PL02;FCA3;32;50;01:30:00;Sala de Aulas normal;;;
LFC;Gestão do Marketing;L1805PL02;FCA3;32;50;01:30:00;Sala de Aulas normal;;;
DHESD;Seminário de Preparação de Projeto de Doutoramento em História, Estudos de Segurança e Defesa I;02480S01;DHESDA1;18;48;02:00:00;Não necessita de sala;;;
DHESD;Seminário de Preparação de Projeto de Doutoramento em História, Estudos de Segurança e Defesa I;02480S01;DHESDA1;18;47;02:00:00;Não necessita de sala;;;
DHESD;Seminário de Preparação de Projeto de Doutoramento em História, Estudos de Segurança e Defesa I;02480S01;DHESDA1;18;46;02:00:00;Não necessita de sala;;;
DHESD;Seminário de Preparação de Projeto de Doutoramento em História, Estudos de Segurança e Defesa I;02480S01;DHESDA1;18;45;02:00:00;Não necessita de sala;;;
DHESD;Seminário de Preparação de Projeto de Doutoramento em História, Estudos de Segurança e Defesa I;02480S01;DHESDA1;18;44;02:00:00;Não necessita de sala;;;
DHESD;Seminário de Preparação de Projeto de Doutoramento em História, Estudos de Segurança e Defesa I;02480S01;DHESDA1;18;43;02:00:00;Não necessita de sala;;;
DHESD;Seminário de Preparação de Projeto de Doutoramento em História, Estudos de Segurança e Defesa I;02480S01;DHESDA1;18;42;02:00:00;Não necessita de sala;;;
DHESD;Seminário de Preparação de Projeto de Doutoramento em História, Estudos de Segurança e Defesa I;02480S01;DHESDA1;18;41;02:00:00;Não necessita de sala;;;
DHESD;Seminário de Preparação de Projeto de Doutoramento em História, Estudos de Segurança e Defesa I;02480S01;DHESDA1;18;40;02:00:00;Não necessita de sala;;;
MG;Contabilidade Avançada;M8488TP03;MGA2;36;48;01:30:00;Sala Aulas Mestrado;;;
MG;Contabilidade Avançada;M8488TP03;MGA2;36;48;01:30:00;Sala Aulas Mestrado;;;
MG;Contabilidade Avançada;M8488TP03;MGA2;36;45;01:30:00;Sala Aulas Mestrado;;;
MG;Contabilidade Avançada;M8488TP03;MGA2;36;42;01:30:00;Sala Aulas Mestrado;;;
MS;Globalização, Justiça Social e Direitos Humanos;01627TP01;MSocA1, MSA1;8;44;02:00:00;Sala Aulas Mestrado;;;
LP;Percepção de Pessoas e Relações Interpessoais;L5211T01;PC4, PC3, PC2, PC1;15;45;01:30:00;Sala de Aulas normal;;;
LP;Percepção de Pessoas e Relações Interpessoais;L5211T01;PC4, PC3, PC2, PC1;15;40;01:30:00;Sala de Aulas normal;;;
226;Introdução à Programação (Iefp);02996TP02;B;25;42;02:00:00;Sala de Aulas normal;;;
226;Introdução à Programação (Iefp);02996TP02;B;25;42;02:00:00;Sala de Aulas normal;;;
DPP;Metodologias em Políticas Públicas: o Método Comparativo;00961S01;DPPA1;21;48;02:00:00;Sala Aulas Mestrado;;;
LP;Percepção, Atenção e Memória;L5209PL03;PA3, PA1;61;47;01:30:00;Sala de Aulas normal;;;
LP;Percepção, Atenção e Memória;L5209PL03;PA3, PA1;61;45;01:30:00;Sala de Aulas normal;;;
MGI;Negociação (Mim);M8562TP01;MGIA1;37;0;03:00:00;;;;
PGJILP;Jornalismo de Dados e Visualização de Informação;02208TP01;;0;48;02:00:00;Sala de Aulas normal;;;
PGJILP;Jornalismo de Dados e Visualização de Informação;02208TP01;;0;47;02:00:00;Sala de Aulas normal;;;
PGJILP;Jornalismo de Dados e Visualização de Informação;02208TP01;;0;46;02:00:00;Sala de Aulas normal;;;
PGJILP;Jornalismo de Dados e Visualização de Informação;02208TP01;;0;45;02:00:00;Sala de Aulas normal;;;
PGJILP;Jornalismo de Dados e Visualização de Informação;02208TP01;;0;44;02:00:00;Sala de Aulas normal;;;
PGJILP;Jornalismo de Dados e Visualização de Informação;02208TP01;;0;43;02:00:00;Sala de Aulas normal;;;
PGJILP;Jornalismo de Dados e Visualização de Informação;02208TP01;;0;42;02:00:00;Sala de Aulas normal;;;
PGJILP;Jornalismo de Dados e Visualização de Informação;02208TP01;;0;41;02:00:00;Sala de Aulas normal;;;
PGJILP;Jornalismo de Dados e Visualização de Informação;02208TP01;;0;40;02:00:00;Sala de Aulas normal;;;
MEMSSFC;Sociologia da Família (Em);02164TP02;MEMSSFCA1;21;37;05:00:00;Sala Aulas Mestrado;;;
MEMSSFC;Sociologia da Família (Em);02164TP02;MEMSSFCA1;21;37;04:00:00;Sala Aulas Mestrado;;;
MEMSSFC;Sociologia da Família (Em);02164TP02;MEMSSFCA1;21;37;04:00:00;Sala Aulas Mestrado;;;
LG;Investigação Operacional;IOTP06;GC3;39;51;01:30:00;Sala de Aulas normal;;;
LG;Macroeconomia;L0236PL09;GB6;30;50;01:30:00;Sala de Aulas normal;;;
LG;Macroeconomia;L0236PL09;GB6;30;39;01:30:00;Sala de Aulas normal;;;
LIGE;Gestão de Sistemas de Informação;L6049TP03;ID1;57;46;01:30:00;Sala de Aulas normal;;;
MG;Planeamento e Inovação em Marketing;01784T01;MGA1;38;48;01:30:00;Sala Aulas Mestrado;;;
MG;Planeamento e Inovação em Marketing;01784T01;MGA1;38;41;01:30:00;Sala Aulas Mestrado;;;
MMA;Mercado da Arte Internacional;00931TP01;MMA-B1;20;51;02:30:00;Não necessita de sala;;;
MMA;Mercado da Arte Internacional;00931TP01;MMA-B1;20;50;02:30:00;Não necessita de sala;;;
MMA;Mercado da Arte Internacional;00931TP01;MMA-B1;20;49;02:30:00;Não necessita de sala;;;
MMA;Mercado da Arte Internacional;00931TP01;MMA-B1;20;48;02:30:00;Não necessita de sala;;;
MMA;Mercado da Arte Internacional;00931TP01;MMA-B1;20;47;02:30:00;Não necessita de sala;;;
MMA;Mercado da Arte Internacional;00931TP01;MMA-B1;20;46;02:30:00;Não necessita de sala;;;
MMA;Mercado da Arte Internacional;00931TP01;MMA-B1;20;45;02:30:00;Não necessita de sala;;;
MMA;Mercado da Arte Internacional;00931TP01;MMA-B1;20;44;02:30:00;Não necessita de sala;;;
MMA;Mercado da Arte Internacional;00931TP01;MMA-B1;20;43;02:30:00;Não necessita de sala;;;
MMA;Mercado da Arte Internacional;00931TP01;MMA-B1;20;42;02:30:00;Não necessita de sala;;;
MMA;Mercado da Arte Internacional;00931TP01;MMA-B1;20;41;02:30:00;Não necessita de sala;;;
MMA;Mercado da Arte Internacional;00931TP01;MMA-B1;20;40;02:30:00;Não necessita de sala;;;
DCCo;Tese em Ciências da Comunicação III;02582S02;;0;0;00:00:00;;;;
MF;Seminário de Projecto em Finanças;02036S01;MFB1;36;38;15:00:00;Sala Aulas Mestrado;;;
LGM;Estatística I;L0119-1TP01;GMKB1;56;44;01:30:00;Sala de Aulas normal;;;
MM;Comportamento do Consumidor e Marketing Research;M8483TP02;MMA1;36;48;01:30:00;Sala Aulas Mestrado Plus;;;
MM;Comportamento do Consumidor e Marketing Research;M8483TP02;MMA1;36;39;01:30:00;Sala Aulas Mestrado Plus;;;
PGIAO, MAP, MIASIC;Sociedade da Informação e do Conhecimento;00842-2T01;MAPA1;18;40;02:00:00;Sala Aulas Mestrado;;;
PGIAO, MAP, MIASIC;Sociedade da Informação e do Conhecimento;00842-2T01;MAPA1;18;42;02:00:00;Sala Aulas Mestrado;;;
PGIAO, MAP, MIASIC;Sociedade da Informação e do Conhecimento;00842-2T01;MAPA1;18;40;02:00:00;Sala Aulas Mestrado;;;
MAE;Gestão das Organizações Escolares;01668TP01;MAEA1;21;51;02:00:00;Sala Aulas Mestrado;;;
MAE;Gestão das Organizações Escolares;01668TP01;MAEA1;21;51;02:00:00;Sala Aulas Mestrado;;;
DCCo;Tese em Ciências da Comunicação I;02580PL01;;0;0;00:00:00;;;;
LP;Competências Académicas I;L5205PL01;PA4, PA2;47;39;01:30:00;Sala de Aulas normal;;;
LHMC;História da Expansão Portuguesa;L0881T01;HMCA1;49;50;01:30:00;Sala de Aulas normal;;;
LHMC;História da Expansão Portuguesa;L0881T01;HMCA1;49;40;01:30:00;Sala de Aulas normal;;;
LGIL;Estratégia Empresarial;L0510TP01;GILC1;35;39;01:30:00;Sala de Aulas normal;;;
LGIL;Estratégia Empresarial;L0510TP01;GILC1;35;45;01:30:00;Sala de Aulas normal;;;
LGIL;Estratégia Empresarial;L0510TP01;GILC1;35;39;01:30:00;Sala de Aulas normal;;;
LA, LA-PL;Símbolos: Significados Culturais;L5076TP02;LAPLB1, A-B1;38;50;01:30:00;Sala de Aulas normal;;;
ISCTE-IUL;O Empoderamento das Mulheres no Século XXI;03032TP01;EW21;10;3;03:00:00;Sala de Aulas normal;;;
ISCTE-IUL;O Empoderamento das Mulheres no Século XXI;03032TP01;EW21;10;3;01:30:00;Sala de Aulas normal;;;
ISCTE-IUL;O Empoderamento das Mulheres no Século XXI;03032TP01;EW21;10;3;01:30:00;Sala de Aulas normal;;;
LFC, LGM;Análise de Dados para Gestão;L6043TP01;GMKC1, FCC2, FCC1;23;41;01:30:00;Laboratório de Informática;;;
LFC, LGM;Análise de Dados para Gestão;L6043TP01;GMKC1, FCC2, FCC1;23;41;01:30:00;Laboratório de Informática;;;
PGJ;Estudo Crítico e Deontologia dos Média;02171TP01;PJJA1;14;48;02:00:00;Não necessita de sala;;;
PGJ;Estudo Crítico e Deontologia dos Média;02171TP01;PJJA1;14;47;02:00:00;Não necessita de sala;;;
PGJ;Estudo Crítico e Deontologia dos Média;02171TP01;PJJA1;14;46;02:00:00;Não necessita de sala;;;
PGJ;Estudo Crítico e Deontologia dos Média;02171TP01;PJJA1;14;45;02:00:00;Não necessita de sala;;;
PGJ;Estudo Crítico e Deontologia dos Média;02171TP01;PJJA1;14;44;02:00:00;Não necessita de sala;;;
PGJ;Estudo Crítico e Deontologia dos Média;02171TP01;PJJA1;14;48;02:00:00;Não necessita de sala;;;
PGJ;Estudo Crítico e Deontologia dos Média;02171TP01;PJJA1;14;47;02:00:00;Não necessita de sala;;;
PGJ;Estudo Crítico e Deontologia dos Média;02171TP01;PJJA1;14;46;02:00:00;Não necessita de sala;;;
PGJ;Estudo Crítico e Deontologia dos Média;02171TP01;PJJA1;14;45;02:00:00;Não necessita de sala;;;
PGJ;Estudo Crítico e Deontologia dos Média;02171TP01;PJJA1;14;44;02:00:00;Não necessita de sala;;;
MIA;Materiais em Arquitectura;L2204TP01;ARA2;32;50;01:30:00;Arq 9;;;
MIA;Materiais em Arquitectura;L2204TP01;ARA2;32;51;01:30:00;Não necessita de sala;;;
MIA;Materiais em Arquitectura;L2204TP01;ARA2;32;50;01:30:00;Não necessita de sala;;;
MIA;Materiais em Arquitectura;L2204TP01;ARA2;32;49;01:30:00;Não necessita de sala;;;
MIA;Materiais em Arquitectura;L2204TP01;ARA2;32;47;01:30:00;Não necessita de sala;;;
MIA;Materiais em Arquitectura;L2204TP01;ARA2;32;46;01:30:00;Não necessita de sala;;;
MIA;Materiais em Arquitectura;L2204TP01;ARA2;32;45;01:30:00;Não necessita de sala;;;
MIA;Materiais em Arquitectura;L2204TP01;ARA2;32;44;01:30:00;Não necessita de sala;;;
MIA;Materiais em Arquitectura;L2204TP01;ARA2;32;43;01:30:00;Não necessita de sala;;;
MIA;Materiais em Arquitectura;L2204TP01;ARA2;32;42;01:30:00;Não necessita de sala;;;
MIA;Materiais em Arquitectura;L2204TP01;ARA2;32;41;01:30:00;Não necessita de sala;;;
MIA;Materiais em Arquitectura;L2204TP01;ARA2;32;40;01:30:00;Não necessita de sala;;;
MIA;Materiais em Arquitectura;L2204TP01;ARA2;32;39;01:30:00;Não necessita de sala;;;
226;Introdução à Gestão (Iefp);03008TP03;B;25;42;02:00:00;Sala de Aulas normal;;;
226;Introdução à Gestão (Iefp);03008TP03;B;25;42;02:00:00;Sala de Aulas normal;;;
226;Introdução à Gestão (Iefp);03008TP04;C;21;42;02:00:00;Sala de Aulas normal;;;
226;Introdução à Gestão (Iefp);03008TP04;C;21;42;02:00:00;Sala de Aulas normal;;;
LFC;Gestão do Marketing;L1805T01;FCA3, FCA2, FCA1;96;43;01:30:00;Anfiteatro aulas;;;
MG;Análise de Dados (2.º Ciclo);M3505TP04;MGA4;37;48;01:30:00;Sala Aulas Mestrado;;;
MG;Análise de Dados (2.º Ciclo);M3505TP04;MGA4;37;41;01:30:00;Sala Aulas Mestrado;;;
MG;Análise de Dados (2.º Ciclo);M3505TP04;MGA4;37;38;01:30:00;Sala Aulas Mestrado;;;
MG;Análise de Dados (2.º Ciclo);M3505TP04;MGA4;37;41;01:30:00;Laboratório de Informática;;;
LIGE-PL;Fundamentos de Contabilidade de Gestão;01768TP01;I-PLC1;20;42;01:30:00;Sala de Aulas normal;;;
LIGE-PL;Fundamentos de Contabilidade de Gestão;01768TP01;I-PLC1;20;42;01:30:00;Sala de Aulas normal;;;
LIGE-PL;Fundamentos de Contabilidade de Gestão;01768TP01;I-PLC1;20;42;01:30:00;Sala de Aulas normal;;;
MED, MEAS;Empresas e Ambiente;02007TP01;MEASAEA1, MEDDSA1;17;50;02:00:00;Sala Aulas Mestrado;;;
MED, MEAS;Empresas e Ambiente;02007TP01;MEASAEA1, MEDDSA1;17;50;02:00:00;Sala Aulas Mestrado;;;
MIA;Estruturas I;L2216T01;ARA1;35;50;01:30:00;Sala de Aulas normal;;;
MIA;Estruturas I;L2216T01;ARA1;35;40;01:30:00;Sala de Aulas normal;;;
MIA;Estruturas I;L2216T01;ARA1;35;39;01:30:00;Sala de Aulas normal;;;
MG;Estratégia Financeira da Empresa;M8136TP02;MGA3;40;48;01:30:00;Sala Aulas Mestrado;;;
MG;Estratégia Financeira da Empresa;M8136TP02;MGA3;40;48;01:30:00;Sala Aulas Mestrado;;;
LSS-PL;Estágio em Serviço Social II (18 Ects);02853S01;;1;51;01:00:00;Não necessita de sala;;;
LSS-PL;Estágio em Serviço Social II (18 Ects);02853S01;;1;49;01:00:00;Não necessita de sala;;;
LSS-PL;Estágio em Serviço Social II (18 Ects);02853S01;;1;48;01:00:00;Não necessita de sala;;;
LSS-PL;Estágio em Serviço Social II (18 Ects);02853S01;;1;47;01:00:00;Não necessita de sala;;;
LSS-PL;Estágio em Serviço Social II (18 Ects);02853S01;;1;46;01:00:00;Não necessita de sala;;;
LSS-PL;Estágio em Serviço Social II (18 Ects);02853S01;;1;45;01:00:00;Não necessita de sala;;;
LSS-PL;Estágio em Serviço Social II (18 Ects);02853S01;;1;44;01:00:00;Não necessita de sala;;;
LSS-PL;Estágio em Serviço Social II (18 Ects);02853S01;;1;43;01:00:00;Não necessita de sala;;;
LSS-PL;Estágio em Serviço Social II (18 Ects);02853S01;;1;42;01:00:00;Não necessita de sala;;;
LSS-PL;Estágio em Serviço Social II (18 Ects);02853S01;;1;51;01:00:00;Não necessita de sala;;;
LSS-PL;Estágio em Serviço Social II (18 Ects);02853S01;;1;49;01:00:00;Não necessita de sala;;;
LSS-PL;Estágio em Serviço Social II (18 Ects);02853S01;;1;48;01:00:00;Não necessita de sala;;;
LSS-PL;Estágio em Serviço Social II (18 Ects);02853S01;;1;47;01:00:00;Não necessita de sala;;;
LSS-PL;Estágio em Serviço Social II (18 Ects);02853S01;;1;46;01:00:00;Não necessita de sala;;;
LSS-PL;Estágio em Serviço Social II (18 Ects);02853S01;;1;45;01:00:00;Não necessita de sala;;;
LSS-PL;Estágio em Serviço Social II (18 Ects);02853S01;;1;44;01:00:00;Não necessita de sala;;;
LSS-PL;Estágio em Serviço Social II (18 Ects);02853S01;;1;43;01:00:00;Não necessita de sala;;;
LSS-PL;Estágio em Serviço Social II (18 Ects);02853S01;;1;42;01:00:00;Não necessita de sala;;;
MESS;Seminário I: Economia Social e Solidária e Debates Conceptuais;M6904TP01;MESSA1;12;44;02:00:00;Sala Aulas Mestrado;;;
MESS;Seminário I: Economia Social e Solidária e Debates Conceptuais;M6904TP01;MESSA1;12;44;02:00:00;Sala Aulas Mestrado;;;
PIUDHIST;Seminário de Acompanhamento V (Piudhist);SA-VS01;DHMCMGD1;0;40;02:00:00;Sala Aulas Mestrado;;;
LE;Economia do Trabalho e dos Recursos Humanos;L5021T01;EB2, EB1;73;51;01:30:00;Anfiteatro aulas;;;
LIGE, LIGE-PL, MEI;Sistemas Informáticos de Apoio à Decisão I;L5303-2TP05;ID1;60;46;01:30:00;Sala de Aulas normal;;;
LIGE, LIGE-PL, MEI;Sistemas Informáticos de Apoio à Decisão I;L5303-2TP05;ID1;60;45;01:30:00;Sala de Aulas normal;;;
LIGE, LIGE-PL, MEI;Sistemas Informáticos de Apoio à Decisão I;L5303-2TP05;ID1;60;44;01:30:00;Sala de Aulas normal;;;
LIGE, LIGE-PL, MEI;Sistemas Informáticos de Apoio à Decisão I;L5303-2TP05;ID1;60;43;01:30:00;Sala de Aulas normal;;;
LIGE, LIGE-PL, MEI;Sistemas Informáticos de Apoio à Decisão I;L5303-2TP05;ID1;60;42;01:30:00;Sala de Aulas normal;;;
PGIAO, MAP, MIASIC;Sociedade da Informação e do Conhecimento;00842-2TP02;MAPA1;18;48;02:00:00;Sala Aulas Mestrado;;;
PGIAO, MAP, MIASIC;Sociedade da Informação e do Conhecimento;00842-2TP02;MAPA1;18;42;02:00:00;Sala Aulas Mestrado;;;
PGIAO, MAP, MIASIC;Sociedade da Informação e do Conhecimento;00842-2TP02;MAPA1;18;48;02:00:00;Sala Aulas Mestrado;;;
MCCTI;Práticas Discursivas;M0117TP01;MCCTI-ICR-A1, MCCTI-CIC-A1;20;42;02:00:00;Sala Aulas Mestrado;;;
MCCTI;Práticas Discursivas;M0117TP01;MCCTI-ICR-A1, MCCTI-CIC-A1;20;41;02:00:00;Sala Aulas Mestrado;;;
MCCTI;Práticas Discursivas;M0117TP01;MCCTI-ICR-A1, MCCTI-CIC-A1;20;40;02:00:00;Sala Aulas Mestrado;;;
LGM;Sistemas de Informação de Marketing e Apoio à Decisão;L5042TP01;GMKC1;38;51;01:30:00;Sala de Aulas normal;;;
LGM;Sistemas de Informação de Marketing e Apoio à Decisão;L5042TP01;GMKC1;38;43;01:30:00;Sala de Aulas normal;;;
LGM;Sistemas de Informação de Marketing e Apoio à Decisão;L5042TP01;GMKC1;38;39;01:30:00;Sala de Aulas normal;;;
LGM;Sistemas de Informação de Marketing e Apoio à Decisão;L5042TP01;GMKC1;38;48;01:30:00;Sala de Aulas normal;;;
LGM;Sistemas de Informação de Marketing e Apoio à Decisão;L5042TP01;GMKC1;38;44;01:30:00;Sala de Aulas normal;;;
LGM;Sistemas de Informação de Marketing e Apoio à Decisão;L5042TP01;GMKC1;38;43;01:30:00;Sala de Aulas normal;;;
LGM;Sistemas de Informação de Marketing e Apoio à Decisão;L5042TP01;GMKC1;38;39;01:30:00;Sala de Aulas normal;;;
LP;Psicopatologia;L5225TP01;PC4, PC3, PC2, PC1;72;51;01:30:00;Sala de Aulas normal;;;
LP;Psicopatologia;L5225TP01;PC4, PC3, PC2, PC1;72;51;01:30:00;Sala de Aulas normal;;;
226;Introdução à Programação (Iefp);02996TP01;D;22;43;01:30:00;Sala de Aulas normal;;;
226;Introdução à Programação (Iefp);02996TP01;D;22;42;01:30:00;Sala de Aulas normal;;;
226;Introdução à Programação (Iefp);02996TP01;D;22;42;02:00:00;Sala de Aulas normal;;;
DCTI;Engenharia de Software Experimental;EngSETTP01;DCTIA1;4;51;03:00:00;Sala Aulas Mestrado;;;
DCTI;Engenharia de Software Experimental;EngSETTP01;DCTIA1;4;50;03:00:00;Sala Aulas Mestrado;;;
DCTI;Engenharia de Software Experimental;EngSETTP01;DCTIA1;4;51;03:00:00;Sala Aulas Mestrado;;;
DCTI;Engenharia de Software Experimental;EngSETTP01;DCTIA1;4;50;03:00:00;Sala Aulas Mestrado;;;
DCTI;Engenharia de Software Experimental;EngSETTP01;DCTIA1;4;50;03:00:00;Sala Aulas Mestrado;;;
DCTI;Engenharia de Software Experimental;EngSETTP01;DCTIA1;4;51;03:00:00;Sala Aulas Mestrado;;;
DCTI;Engenharia de Software Experimental;EngSETTP01;DCTIA1;4;51;03:00:00;Sala Aulas Mestrado;;;
DCTI;Engenharia de Software Experimental;EngSETTP01;DCTIA1;4;50;03:00:00;Sala Aulas Mestrado;;;
MCTRL;Relações de Trabalho e Sindicalismo;00011TP01;MCTRLA1;24;43;02:00:00;Sala Aulas Mestrado;;;
LG;Contabilidade de Gestão II;CG-IITP01;GBi;22;42;01:30:00;Sala de Aulas normal;;;
LG;Contabilidade de Gestão II;CG-IITP01;GBi;22;41;01:30:00;Sala de Aulas normal;;;
LG;Contabilidade de Gestão II;CG-IITP01;GBi;22;42;01:30:00;Sala de Aulas normal;;;
LG;Contabilidade de Gestão II;CG-IITP01;GBi;22;42;01:30:00;Sala de Aulas normal;;;
MEECult, MGEC, MHMC;Cultura Portuguesa Contemporânea;01984-1TP01;MEEC-PPC-A1, MHMCRIB1, MHMCPCCB1, MHMCCPB1, MHMCB1;19;41;02:00:00;Sala Aulas Mestrado;;;
MEECult, MGEC, MHMC;Cultura Portuguesa Contemporânea;01984-1TP01;MEEC-PPC-A1, MHMCRIB1, MHMCPCCB1, MHMCCPB1, MHMCB1;19;40;02:00:00;Sala Aulas Mestrado;;;
MPCPCJR, MPCPM;Ética e Desenvolvimento Profissional;00630-1PL01;MPCPMB1, MPCPCJRA1;11;47;02:00:00;Sala Aulas Mestrado;;;
MPCPCJR, MPCPM;Ética e Desenvolvimento Profissional;00630-1PL01;MPCPMB1, MPCPCJRA1;11;49;02:00:00;Sala Aulas Mestrado;;;
MPCPCJR, MPCPM;Ética e Desenvolvimento Profissional;00630-1PL01;MPCPMB1, MPCPCJRA1;11;50;02:00:00;Sala Aulas Mestrado;;;
MGE;Economia para Gestores;M2601TP02;MGEA1;28;47;01:30:00;Sala Aulas Mestrado Plus;;;
MGE;Economia para Gestores;M2601TP02;MGEA1;28;47;01:30:00;Sala Aulas Mestrado Plus;;;
MCCTI;Práticas Discursivas;M0117TP02;MCCTI-CP-A1, MCCTI-MJ-A1;36;42;02:00:00;Sala Aulas Mestrado;;;
MCCTI;Práticas Discursivas;M0117TP02;MCCTI-CP-A1, MCCTI-MJ-A1;36;41;02:00:00;Sala Aulas Mestrado;;;
MCCTI;Práticas Discursivas;M0117TP02;MCCTI-CP-A1, MCCTI-MJ-A1;36;40;02:00:00;Sala Aulas Mestrado;;;
MEEC;Introdução às Finanças da Empresa;01177TP02;MEECA1;36;46;02:00:00;Sala Aulas Mestrado;;;
MIA;Tecnologias da Construção I;L6067TP01;ARB1;38;49;01:30:00;Arq 9;;;
MIA;Tecnologias da Construção I;L6067TP01;ARB1;38;46;01:30:00;Arq 9;;;
MIA;Tecnologias da Construção I;L6067TP01;ARB1;38;49;01:30:00;Arq 9;;;
MIA;Tecnologias da Construção I;L6067TP01;ARB1;38;43;01:30:00;Arq 9;;;
DF;Investimentos I;01069TP01;DFA1;3;43;01:30:00;Sala Aulas Mestrado;;;
DF;Investimentos I;01069TP01;DFA1;3;42;01:30:00;Sala Aulas Mestrado;;;
DF;Investimentos I;01069TP01;DFA1;3;46;01:30:00;Sala Aulas Mestrado;;;
DF;Investimentos I;01069TP01;DFA1;3;45;01:30:00;Sala Aulas Mestrado;;;
DF;Investimentos I;01069TP01;DFA1;3;44;01:30:00;Sala Aulas Mestrado;;;
DF;Investimentos I;01069TP01;DFA1;3;43;01:30:00;Sala Aulas Mestrado;;;
DF;Investimentos I;01069TP01;DFA1;3;42;01:30:00;Sala Aulas Mestrado;;;
MGE;Gestão do Marketing (2.º Ciclo - Ch);M9124TP01;MGEA2;31;41;01:30:00;Sala Aulas Mestrado Plus;;;
MGE;Gestão do Marketing (2.º Ciclo - Ch);M9124TP01;MGEA2;31;40;01:30:00;Sala Aulas Mestrado Plus;;;
MGE;Gestão do Marketing (2.º Ciclo - Ch);M9124TP01;MGEA2;31;41;01:30:00;Sala Aulas Mestrado Plus;;;
MGE;Gestão do Marketing (2.º Ciclo - Ch);M9124TP01;MGEA2;31;40;01:30:00;Sala Aulas Mestrado Plus;;;
METI, MEI;Introdução à Investigação em Engenharia;00753TS01;METIB2;5;49;01:30:00;Sala Aulas Mestrado;;;
MIA;Arquitectura, Ambiente e Sustentabilidade;L6078TP01;ARD3, ARD2, ARD1;26;40;01:30:00;Arq 9;;;
ISCTE-IUL;Estratégia Empresarial;L0510-2TP01;CI-IBS1;35;46;01:30:00;Sala de Aulas normal;;;
LG;Gestão Integrada das Operações;02031TP01;GC5;36;41;01:30:00;Sala de Aulas normal;;;
MEMF;Economia Monetária Internacional Avançada;M8664TP01;MEMFA1;54;47;02:00:00;Sala Aulas Mestrado;;;
LSS-PL;Análise de Dados Descritiva;02848TP01;SS-PL-B2;21;51;01:30:00;Laboratório de Informática;;;
LSS-PL;Análise de Dados Descritiva;02848TP01;SS-PL-B2;21;51;01:30:00;Laboratório de Informática;;;
LG;Contabilidade de Gestão II;CG-IITP04;GB1;41;51;01:30:00;Sala de Aulas normal;;;
LGM;Web Marketing e Comércio Electrónico;L1836TP01;GMKB1;48;48;01:30:00;Sala de Aulas normal;;;
LGM;Web Marketing e Comércio Electrónico;L1836TP01;GMKB1;48;44;01:30:00;Sala de Aulas normal;;;
LGM;Web Marketing e Comércio Electrónico;L1836TP01;GMKB1;48;43;01:30:00;Sala de Aulas normal;;;
LGM;Web Marketing e Comércio Electrónico;L1836TP01;GMKB1;48;39;01:30:00;Sala de Aulas normal;;;
LGM;Web Marketing e Comércio Electrónico;L1836TP01;GMKB1;48;43;01:30:00;Sala de Aulas normal;;;
LGM;Web Marketing e Comércio Electrónico;L1836TP01;GMKB1;48;39;01:30:00;Sala de Aulas normal;;;
MG;Estratégia Financeira da Empresa;M8136TP01;MGA1;39;48;01:30:00;Sala Aulas Mestrado;;;
MG;Estratégia Financeira da Empresa;M8136TP01;MGA1;39;48;01:30:00;Sala Aulas Mestrado;;;
LHMC;Culturas Europeias Contemporâneas;HCCT01;HMCC1;37;46;01:30:00;Sala de Aulas normal;;;
LG;Investigação Operacional;IOTP03;GC2;41;50;01:30:00;Sala de Aulas normal;;;
LE, LGIL;Introdução à Gestão;L0520-3PL02;GILA2;31;50;01:30:00;Sala de Aulas normal;;;
MGST;Estratégia e Desenvolvimento Empresarial;M8505-1TP01;MGSTA1;23;39;01:30:00;Sala Aulas Mestrado;;;
MGST;Estratégia e Desenvolvimento Empresarial;M8505-1TP01;MGSTA1;23;39;01:30:00;Sala Aulas Mestrado;;;
LG;Investigação Operacional;IOTP07;GC1;41;45;01:30:00;Sala de Aulas normal;;;
LFC, LGIL;Gestão da Energia;L5049-1TP01;FCC2, FCC1, GILC1;15;49;01:30:00;Sala de Aulas normal;;;
LFC, LGIL;Gestão da Energia;L5049-1TP01;FCC2, FCC1, GILC1;15;49;01:30:00;Sala de Aulas normal;;;
LFC;Estatística I;L0119TP01;FCB2;45;51;01:30:00;Sala de Aulas normal;;;
LG;Introdução à Gestão;L0520-2PL04;GA6;36;51;01:30:00;Sala de Aulas normal;;;
LG;Introdução à Gestão;L0520-2PL04;GA6;36;49;01:30:00;Sala de Aulas normal;;;
LG;Introdução à Gestão;L0520-2PL04;GA6;36;46;01:30:00;Sala de Aulas normal;;;
LS-PL;Análise de Dados em Ciências Sociais - Descritiva;L5400-1TP01;S-PL-A2, S-PL-A1;56;51;01:30:00;Laboratório de Informática;;;
LS-PL;Análise de Dados em Ciências Sociais - Descritiva;L5400-1TP01;S-PL-A2, S-PL-A1;56;51;01:30:00;Laboratório de Informática;;;
