Curso;Unidade de execução;Turno;Turma;Inscritos no turno;Semana;Duração;Características da sala pedida para a aula;Sala da aula;Lotação;Características reais da sala
LETI-PL, LEI-PL, LIGE-PL;Programação Concorrente e Distribuída;L5096-1TP06;EI-PLB2, EI-PLB1, ET-PLB2, ET-PLB1;37;44;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LETI-PL, LEI-PL, LIGE-PL;Programação Concorrente e Distribuída;L5096-1TP06;EI-PLB2, EI-PLB1, ET-PLB2, ET-PLB1;37;43;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LETI-PL, LEI-PL, LIGE-PL;Programação Concorrente e Distribuída;L5096-1TP06;EI-PLB2, EI-PLB1, ET-PLB2, ET-PLB1;37;42;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LETI-PL, LEI-PL, LIGE-PL;Programação Concorrente e Distribuída;L5096-1TP06;EI-PLB2, EI-PLB1, ET-PLB2, ET-PLB1;37;41;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LETI-PL, LEI-PL, LIGE-PL;Programação Concorrente e Distribuída;L5096-1TP06;EI-PLB2, EI-PLB1, ET-PLB2, ET-PLB1;37;40;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LETI-PL, LEI-PL, LIGE-PL;Programação Concorrente e Distribuída;L5096-1TP06;EI-PLB2, EI-PLB1, ET-PLB2, ET-PLB1;37;39;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LETI-PL, LEI-PL, LIGE-PL;Programação Concorrente e Distribuída;L5096-1TP06;EI-PLB2, EI-PLB1, ET-PLB2, ET-PLB1;37;50;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LETI-PL, LEI-PL, LIGE-PL;Programação Concorrente e Distribuída;L5096-1TP06;EI-PLB2, EI-PLB1, ET-PLB2, ET-PLB1;37;49;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LETI-PL, LEI-PL, LIGE-PL;Programação Concorrente e Distribuída;L5096-1TP06;EI-PLB2, EI-PLB1, ET-PLB2, ET-PLB1;37;48;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LETI-PL, LEI-PL, LIGE-PL;Programação Concorrente e Distribuída;L5096-1TP06;EI-PLB2, EI-PLB1, ET-PLB2, ET-PLB1;37;47;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LETI-PL, LEI-PL, LIGE-PL;Programação Concorrente e Distribuída;L5096-1TP06;EI-PLB2, EI-PLB1, ET-PLB2, ET-PLB1;37;46;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LETI-PL, LEI-PL, LIGE-PL;Programação Concorrente e Distribuída;L5096-1TP06;EI-PLB2, EI-PLB1, ET-PLB2, ET-PLB1;37;45;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LETI-PL, LEI-PL, LIGE-PL;Programação Concorrente e Distribuída;L5096-1TP06;EI-PLB2, EI-PLB1, ET-PLB2, ET-PLB1;37;44;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LETI-PL, LEI-PL, LIGE-PL;Programação Concorrente e Distribuída;L5096-1TP06;EI-PLB2, EI-PLB1, ET-PLB2, ET-PLB1;37;43;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LETI-PL, LEI-PL, LIGE-PL;Programação Concorrente e Distribuída;L5096-1TP06;EI-PLB2, EI-PLB1, ET-PLB2, ET-PLB1;37;42;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LETI-PL, LEI-PL, LIGE-PL;Programação Concorrente e Distribuída;L5096-1TP06;EI-PLB2, EI-PLB1, ET-PLB2, ET-PLB1;37;41;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LETI-PL, LEI-PL, LIGE-PL;Programação Concorrente e Distribuída;L5096-1TP06;EI-PLB2, EI-PLB1, ET-PLB2, ET-PLB1;37;40;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LETI-PL, LEI-PL, LIGE-PL;Programação Concorrente e Distribuída;L5096-1TP06;EI-PLB2, EI-PLB1, ET-PLB2, ET-PLB1;37;39;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LCP;Análise de Dados em Ciências Sociais: Modelos de Dependência;L6105-2TP01;CPB1;48;44;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LCP;Análise de Dados em Ciências Sociais: Modelos de Dependência;L6105-2TP01;CPB1;48;44;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LIGE;Análise de Dados I;L0145-1TP02;IB4, IB3;30;41;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LIGE;Análise de Dados I;L0145-1TP02;IB4, IB3;30;40;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LIGE;Análise de Dados I;L0145-1TP02;IB4, IB3;30;39;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
METI, MEI;Programação Avançada;M4310T01;METI-PLA1, METIA1, MEI-SIGCB1, MEI-MB1, MEI-SIGCA1, MEI-MA1;32;50;01:30:00;Sala Aulas Mestrado;0S02;41;Horário sala visível portal público, Laboratório de Informática
MGRHCO;Investigação em Gestão de Recursos Humanos: Análise de Dados Quantitativos;02888TP02;MGRHCOA2;18;45;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
MGRHCO;Investigação em Gestão de Recursos Humanos: Análise de Dados Quantitativos;02888TP02;MGRHCOA2;18;44;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
226;Programação em Ferramentas Office Avançadas;02997TP01;D;22;45;02:00:00;Sala de Aulas normal;0S02;41;Horário sala visível portal público, Laboratório de Informática
LETI;Fundamentos de Bases de Dados;L0784-3PL02;ETB4, ETB3;45;43;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LETI;Fundamentos de Bases de Dados;L0784-3PL02;ETB4, ETB3;45;42;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LETI;Fundamentos de Bases de Dados;L0784-3PL02;ETB4, ETB3;45;40;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LETI;Fundamentos de Bases de Dados;L0784-3PL02;ETB4, ETB3;45;39;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LETI;Fundamentos de Bases de Dados;L0784-3PL02;ETB4, ETB3;45;43;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LETI;Fundamentos de Bases de Dados;L0784-3PL02;ETB4, ETB3;45;42;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LETI;Fundamentos de Bases de Dados;L0784-3PL02;ETB4, ETB3;45;40;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LETI;Fundamentos de Bases de Dados;L0784-3PL02;ETB4, ETB3;45;39;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LE;Análise de Dados;L0122TP01;EC2, EC1;38;50;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LE;Análise de Dados;L0122TP01;EC2, EC1;38;49;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LE;Análise de Dados;L0122TP01;EC2, EC1;38;48;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LE;Análise de Dados;L0122TP01;EC2, EC1;38;47;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LE;Análise de Dados;L0122TP01;EC2, EC1;38;46;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LE;Análise de Dados;L0122TP01;EC2, EC1;38;45;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LE;Análise de Dados;L0122TP01;EC2, EC1;38;51;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LE;Análise de Dados;L0122TP01;EC2, EC1;38;49;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LE;Análise de Dados;L0122TP01;EC2, EC1;38;48;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LE;Análise de Dados;L0122TP01;EC2, EC1;38;47;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LE;Análise de Dados;L0122TP01;EC2, EC1;38;40;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LGRH;Análise de Dados;ADTP01;GRHB1;74;40;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LETI-PL, LEI-PL, LIGE-PL;Sistemas Operativos;L0726-1PL02;EI-PLB2, ET-PLB2;30;50;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LETI-PL, LEI-PL, LIGE-PL;Sistemas Operativos;L0726-1PL02;EI-PLB2, ET-PLB2;30;49;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LETI-PL, LEI-PL, LIGE-PL;Sistemas Operativos;L0726-1PL02;EI-PLB2, ET-PLB2;30;48;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LETI-PL, LEI-PL, LIGE-PL;Sistemas Operativos;L0726-1PL02;EI-PLB2, ET-PLB2;30;47;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LETI-PL, LEI-PL, LIGE-PL;Sistemas Operativos;L0726-1PL02;EI-PLB2, ET-PLB2;30;46;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LETI-PL, LEI-PL, LIGE-PL;Sistemas Operativos;L0726-1PL02;EI-PLB2, ET-PLB2;30;45;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LETI-PL, LEI-PL, LIGE-PL;Sistemas Operativos;L0726-1PL02;EI-PLB2, ET-PLB2;30;44;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LETI-PL, LEI-PL, LIGE-PL;Sistemas Operativos;L0726-1PL02;EI-PLB2, ET-PLB2;30;43;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LETI-PL, LEI-PL, LIGE-PL;Sistemas Operativos;L0726-1PL02;EI-PLB2, ET-PLB2;30;42;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LETI-PL, LEI-PL, LIGE-PL;Sistemas Operativos;L0726-1PL02;EI-PLB2, ET-PLB2;30;41;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LETI-PL, LEI-PL, LIGE-PL;Sistemas Operativos;L0726-1PL02;EI-PLB2, ET-PLB2;30;40;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LETI-PL, LEI-PL, LIGE-PL;Sistemas Operativos;L0726-1PL02;EI-PLB2, ET-PLB2;30;39;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LETI-PL, LEI-PL, LIGE-PL;Sistemas Operativos;L0726-1PL02;EI-PLB2, ET-PLB2;30;50;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LETI-PL, LEI-PL, LIGE-PL;Sistemas Operativos;L0726-1PL02;EI-PLB2, ET-PLB2;30;49;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LETI-PL, LEI-PL, LIGE-PL;Sistemas Operativos;L0726-1PL02;EI-PLB2, ET-PLB2;30;48;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LETI-PL, LEI-PL, LIGE-PL;Sistemas Operativos;L0726-1PL02;EI-PLB2, ET-PLB2;30;47;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LETI-PL, LEI-PL, LIGE-PL;Sistemas Operativos;L0726-1PL02;EI-PLB2, ET-PLB2;30;46;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LETI-PL, LEI-PL, LIGE-PL;Sistemas Operativos;L0726-1PL02;EI-PLB2, ET-PLB2;30;45;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LETI-PL, LEI-PL, LIGE-PL;Sistemas Operativos;L0726-1PL02;EI-PLB2, ET-PLB2;30;44;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LETI-PL, LEI-PL, LIGE-PL;Sistemas Operativos;L0726-1PL02;EI-PLB2, ET-PLB2;30;43;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LETI-PL, LEI-PL, LIGE-PL;Sistemas Operativos;L0726-1PL02;EI-PLB2, ET-PLB2;30;42;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LETI-PL, LEI-PL, LIGE-PL;Sistemas Operativos;L0726-1PL02;EI-PLB2, ET-PLB2;30;41;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LETI-PL, LEI-PL, LIGE-PL;Sistemas Operativos;L0726-1PL02;EI-PLB2, ET-PLB2;30;40;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LETI-PL, LEI-PL, LIGE-PL;Sistemas Operativos;L0726-1PL02;EI-PLB2, ET-PLB2;30;39;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
226;Sistemas e Serviços de Comunicação;03004TP04;D;22;6;02:00:00;Sala de Aulas normal;0S02;41;Horário sala visível portal público, Laboratório de Informática
LEI, LEI-PL, LIGE, LIGE-PL, METI;Engenharia de Software I;L5105-1TP03;EIC2;18;43;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LEI, LEI-PL, LIGE, LIGE-PL, METI;Engenharia de Software I;L5105-1TP03;EIC2;18;42;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LEI, LEI-PL, LIGE, LIGE-PL, METI;Engenharia de Software I;L5105-1TP03;EIC2;18;41;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LEI, LEI-PL, LIGE, LIGE-PL, METI;Engenharia de Software I;L5105-1TP03;EIC2;18;40;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LEI, LEI-PL, LIGE, LIGE-PL, METI;Engenharia de Software I;L5105-1TP03;EIC2;18;39;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
MGRHCO;Investigação em Gestão de Recursos Humanos: Análise de Dados Quantitativos;02888TP01;MGRHCOA1;26;45;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
MGRHCO;Investigação em Gestão de Recursos Humanos: Análise de Dados Quantitativos;02888TP01;MGRHCOA1;26;44;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
MGRHCO;Investigação em Gestão de Recursos Humanos: Análise de Dados Quantitativos;02888TP01;MGRHCOA1;26;41;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LIGE-PL;Sistemas de Informação em Estruturas Organizacionais;00276TP01;I-PLA2, I-PLA1;49;47;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LIGE-PL;Sistemas de Informação em Estruturas Organizacionais;00276TP01;I-PLA2, I-PLA1;49;46;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LIGE-PL;Sistemas de Informação em Estruturas Organizacionais;00276TP01;I-PLA2, I-PLA1;49;50;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LIGE-PL;Sistemas de Informação em Estruturas Organizacionais;00276TP01;I-PLA2, I-PLA1;49;49;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LIGE-PL;Sistemas de Informação em Estruturas Organizacionais;00276TP01;I-PLA2, I-PLA1;49;48;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LIGE-PL;Sistemas de Informação em Estruturas Organizacionais;00276TP01;I-PLA2, I-PLA1;49;47;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LIGE-PL;Sistemas de Informação em Estruturas Organizacionais;00276TP01;I-PLA2, I-PLA1;49;46;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LIGE-PL;Sistemas de Informação em Estruturas Organizacionais;00276TP01;I-PLA2, I-PLA1;49;45;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LIGE-PL;Sistemas de Informação em Estruturas Organizacionais;00276TP01;I-PLA2, I-PLA1;49;44;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LIGE-PL;Sistemas de Informação em Estruturas Organizacionais;00276TP01;I-PLA2, I-PLA1;49;43;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LIGE-PL;Sistemas de Informação em Estruturas Organizacionais;00276TP01;I-PLA2, I-PLA1;49;42;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LIGE-PL;Sistemas de Informação em Estruturas Organizacionais;00276TP01;I-PLA2, I-PLA1;49;41;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LIGE-PL;Sistemas de Informação em Estruturas Organizacionais;00276TP01;I-PLA2, I-PLA1;49;40;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LIGE-PL;Sistemas de Informação em Estruturas Organizacionais;00276TP01;I-PLA2, I-PLA1;49;39;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
MC;Métodos Quantitativos Aplicados à Contabilidade;M8556TP01;MContA1;38;42;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
MC;Métodos Quantitativos Aplicados à Contabilidade;M8556TP01;MContA1;38;41;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
MC;Métodos Quantitativos Aplicados à Contabilidade;M8556TP01;MContA1;38;40;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
MC;Métodos Quantitativos Aplicados à Contabilidade;M8556TP01;MContA1;38;39;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
MC;Métodos Quantitativos Aplicados à Contabilidade;M8556TP01;MContA1;38;42;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
MC;Métodos Quantitativos Aplicados à Contabilidade;M8556TP01;MContA1;38;41;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
MC;Métodos Quantitativos Aplicados à Contabilidade;M8556TP01;MContA1;38;40;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
MC;Métodos Quantitativos Aplicados à Contabilidade;M8556TP01;MContA1;38;39;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LIGE;Sistemas de Informação em Estruturas Organizacionais;00276-1TP01;IA2, IA1;42;50;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LIGE;Sistemas de Informação em Estruturas Organizacionais;00276-1TP01;IA2, IA1;42;49;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LIGE;Sistemas de Informação em Estruturas Organizacionais;00276-1TP01;IA2, IA1;42;48;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LIGE;Sistemas de Informação em Estruturas Organizacionais;00276-1TP01;IA2, IA1;42;47;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LIGE;Sistemas de Informação em Estruturas Organizacionais;00276-1TP01;IA2, IA1;42;46;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LIGE;Sistemas de Informação em Estruturas Organizacionais;00276-1TP01;IA2, IA1;42;45;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LIGE;Sistemas de Informação em Estruturas Organizacionais;00276-1TP01;IA2, IA1;42;44;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LIGE;Sistemas de Informação em Estruturas Organizacionais;00276-1TP01;IA2, IA1;42;43;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LIGE;Sistemas de Informação em Estruturas Organizacionais;00276-1TP01;IA2, IA1;42;42;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LIGE;Sistemas de Informação em Estruturas Organizacionais;00276-1TP01;IA2, IA1;42;41;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LIGE;Sistemas de Informação em Estruturas Organizacionais;00276-1TP01;IA2, IA1;42;40;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LIGE;Sistemas de Informação em Estruturas Organizacionais;00276-1TP01;IA2, IA1;42;39;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
MAE, MCP, MCTRL, MCCTI, MES, MEECult, MEA, MEInt, MGEC, MPP, MPSO, MSS, MS;Métodos Avançados de Análise de Dados;M8205PL01;MPSOA4, MPSOA2;40;51;02:00:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
DGest;Métodos Estatísticos;02026TP01;DGRHCO_A1, DGOLGCA_A1, DGMK_A1, DGMQAG_A1, DGEDE_A1, DGC_A1;25;51;04:00:00;Sala Aulas Mestrado;0S02;41;Horário sala visível portal público, Laboratório de Informática
LIGE;Fundamentos de Bases de Dados;L0784-6PL02;IB4, IB3;36;50;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LIGE;Fundamentos de Bases de Dados;L0784-6PL02;IB4, IB3;36;49;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LIGE;Fundamentos de Bases de Dados;L0784-6PL02;IB4, IB3;36;48;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LIGE;Fundamentos de Bases de Dados;L0784-6PL02;IB4, IB3;36;47;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LIGE;Fundamentos de Bases de Dados;L0784-6PL02;IB4, IB3;36;46;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LIGE;Fundamentos de Bases de Dados;L0784-6PL02;IB4, IB3;36;45;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LIGE;Fundamentos de Bases de Dados;L0784-6PL02;IB4, IB3;36;44;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LIGE;Fundamentos de Bases de Dados;L0784-6PL02;IB4, IB3;36;43;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LIGE;Fundamentos de Bases de Dados;L0784-6PL02;IB4, IB3;36;42;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LIGE;Fundamentos de Bases de Dados;L0784-6PL02;IB4, IB3;36;41;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LIGE;Fundamentos de Bases de Dados;L0784-6PL02;IB4, IB3;36;40;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LIGE;Fundamentos de Bases de Dados;L0784-6PL02;IB4, IB3;36;39;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
MEMF;Seminário de Investigação em Economia Monetária e Financeira;M9092S01;MEMFB1;36;42;02:00:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
MEMF;Seminário de Investigação em Economia Monetária e Financeira;M9092S01;MEMFB1;36;41;02:00:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
PGIAO, MIASIC, MIG;Sistemas Colaborativos;00707-2TP03;PGIAOA1;21;43;02:00:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
PGIAO, MIASIC, MIG;Sistemas Colaborativos;00707-2TP03;PGIAOA1;21;44;02:00:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
PGIAO, MIASIC, MIG;Sistemas Colaborativos;00707-2TP03;PGIAOA1;21;43;02:00:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
PGIAO, MIASIC, MIG;Sistemas Colaborativos;00707-2TP03;PGIAOA1;21;42;02:00:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
PGIAO, MIASIC, MIG;Sistemas Colaborativos;00707-2TP03;PGIAOA1;21;41;02:00:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LEI, LEI-PL, LIGE, LIGE-PL, METI;Engenharia de Software I;L5105-1TP07;IC2;18;51;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LEI, LEI-PL, LIGE, LIGE-PL, METI;Engenharia de Software I;L5105-1TP07;IC2;18;50;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LEI, LEI-PL, LIGE, LIGE-PL, METI;Engenharia de Software I;L5105-1TP07;IC2;18;49;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LEI, LEI-PL, LIGE, LIGE-PL, METI;Engenharia de Software I;L5105-1TP07;IC2;18;48;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LEI, LEI-PL, LIGE, LIGE-PL, METI;Engenharia de Software I;L5105-1TP07;IC2;18;47;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LEI, LEI-PL, LIGE, LIGE-PL, METI;Engenharia de Software I;L5105-1TP07;IC2;18;46;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LEI, LEI-PL, LIGE, LIGE-PL, METI;Engenharia de Software I;L5105-1TP07;IC2;18;45;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LEI, LEI-PL, LIGE, LIGE-PL, METI;Engenharia de Software I;L5105-1TP07;IC2;18;44;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
LEI, LEI-PL, LIGE, LIGE-PL, METI;Engenharia de Software I;L5105-1TP07;IC2;18;43;01:30:00;Laboratório de Informática;0S02;41;Horário sala visível portal público, Laboratório de Informática
